,channelGrouping,date,fullVisitorId,sessionId,socialEngagementType,visitId,visitNumber,visitStartTime,device.browser,device.browserSize,device.browserVersion,device.deviceCategory,device.flashVersion,device.isMobile,device.language,device.mobileDeviceBranding,device.mobileDeviceInfo,device.mobileDeviceMarketingName,device.mobileDeviceModel,device.mobileInputSelector,device.operatingSystem,device.operatingSystemVersion,device.screenColors,device.screenResolution,geoNetwork.city,geoNetwork.cityId,geoNetwork.continent,geoNetwork.country,geoNetwork.latitude,geoNetwork.longitude,geoNetwork.metro,geoNetwork.networkDomain,geoNetwork.networkLocation,geoNetwork.region,geoNetwork.subContinent,totals.bounces,totals.hits,totals.newVisits,totals.pageviews,totals.transactionRevenue,totals.visits,trafficSource.adContent,trafficSource.adwordsClickInfo.adNetworkType,trafficSource.adwordsClickInfo.criteriaParameters,trafficSource.adwordsClickInfo.gclId,trafficSource.adwordsClickInfo.isVideoAd,trafficSource.adwordsClickInfo.page,trafficSource.adwordsClickInfo.slot,trafficSource.campaign,trafficSource.campaignCode,trafficSource.isTrueDirect,trafficSource.keyword,trafficSource.medium,trafficSource.referralPath,trafficSource.source
59381,Paid Search,20170420,3921649958751416379,3921649958751416379_1492703209,Not Socially Engaged,1492703209,12,1492703209,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Chrome OS,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),not available in demo dataset,not available in demo dataset,Northern America,,80,,57,579550000.0,1,Google Merchandise Collection,Google Search,not available in demo dataset,CjwKCAjwuOHHBRBmEiwAlEMW0B4j09Ol1dHOsKhSIJYpaA6fO2uZCAwUd6PriyuM10PHNpP90JfRrRoCcxwQAvD_BwE,False,1,Top,AW - Accessories,,True,Google Merchandise,cpc,,google
60773,Referral,20160831,9972043774359472649,9972043774359472649_1472627689,Not Socially Engaged,1472627689,3,1472627689,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,Mountain View,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,San Francisco-Oakland-San Jose CA,comcast.net,not available in demo dataset,California,Northern America,,13,,11,671220000.0,1,,,not available in demo dataset,,,,,(not set),,True,,referral,/,mall.googleplex.com
61090,Organic Search,20160831,3676060292760160435,3676060292760160435_1472661184,Not Socially Engaged,1472661184,5,1472661184,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,Atlanta,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,Atlanta GA,(not set),not available in demo dataset,Georgia,Northern America,,73,,50,537110000.0,1,,,not available in demo dataset,,,,,(not set),,True,(not provided),organic,,google
63982,Direct,20170801,7311242886083854158,7311242886083854158_1501623886,Not Socially Engaged,1501623886,28,1501623886,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Chrome OS,not available in demo dataset,not available in demo dataset,not available in demo dataset,Chicago,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,Chicago IL,comcast.net,not available in demo dataset,Illinois,Northern America,,24,,17,982730000.0,1,,,not available in demo dataset,,,,,(not set),,True,,(none),,(direct)
64041,Direct,20170801,0126612099954375841,0126612099954375841_1501606687,Not Socially Engaged,1501606687,6,1501606687,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Chrome OS,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),not available in demo dataset,not available in demo dataset,Northern America,,47,,32,1000780000.0,1,,,not available in demo dataset,,,,,(not set),,True,,(none),,(direct)
64055,Referral,20170801,9308310352918219134,9308310352918219134_1501608078,Not Socially Engaged,1501608078,8,1501608078,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,San Francisco,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,San Francisco-Oakland-San Jose CA,(not set),not available in demo dataset,California,Northern America,,82,,55,2933610000.0,1,,,not available in demo dataset,,,,,(not set),,True,,referral,/,mall.googleplex.com
67401,Direct,20170228,0114215561909122661,0114215561909122661_1488353173,Not Socially Engaged,1488353173,2,1488353173,Chrome,not available in demo dataset,not available in demo dataset,mobile,not available in demo dataset,True,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Android,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,rr.com,not available in demo dataset,not available in demo dataset,Northern America,,30,,28,509700000.0,1,,,not available in demo dataset,,,,,(not set),,True,,(none),,(direct)
67423,Direct,20170228,4950411203281265700,4950411203281265700_1488326462,Not Socially Engaged,1488326462,2,1488326462,Chrome,not available in demo dataset,not available in demo dataset,mobile,not available in demo dataset,True,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Android,not available in demo dataset,not available in demo dataset,not available in demo dataset,Seattle,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,Seattle-Tacoma WA,(not set),not available in demo dataset,Washington,Northern America,,44,,36,672600000.0,1,,,not available in demo dataset,,,,,(not set),,True,,(none),,(direct)
67424,Direct,20170228,3329885141648806984,3329885141648806984_1488299162,Not Socially Engaged,1488299162,5,1488299162,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,comcast.net,not available in demo dataset,not available in demo dataset,Northern America,,46,,33,677560000.0,1,,,not available in demo dataset,,,,,(not set),,True,,(none),,(direct)
69811,Referral,20161209,1618402686799055031,1618402686799055031_1481355663,Not Socially Engaged,1481355663,7,1481355663,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,San Jose,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,San Francisco-Oakland-San Jose CA,(not set),not available in demo dataset,California,Northern America,,8,,8,1007830000.0,1,,,not available in demo dataset,,,,,(not set),,True,,referral,/,mall.googleplex.com
69953,Direct,20161209,7990135994432965391,7990135994432965391_1481303384,Not Socially Engaged,1481303384,7,1481303384,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,Los Angeles,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,Los Angeles CA,telepacific.net,not available in demo dataset,California,Northern America,,11,,11,1246900000.0,1,,,not available in demo dataset,,,,,(not set),,True,,(none),,(direct)
